word,ipa
garrison,ɡɛɹɪsən
orange,ɔɹənd͡ʒ
bluish,bluɪʃ
potch,pɑt͡ʃ
blatant,blejtənt
seconded,sɛkəndɪd
leila,lilə
wines,wajnz
hearing,hɪɹɪŋ
induce,ɪndus
realise,ɹiləz
quantico,kwɑntɪkow
ailments,ejlmənts
booking,bʊkɪŋ
lancaster,lænkæstɹ̩
bromine,bɹowmin
conor,kɑnɹ̩
transition,tɹænzɪʃən
crossroads,kɹɔsɹowdz
grim,ɡɹɪm
morals,mɔɹəlz
unconsciousness,ʌnkɑnʃəsnəs
caning,kejnɪŋ
yucca,jʌkə
bebe,bibi
dodo,dowdow
revisions,ɹivɪʒənz
tenderness,tɛndɹ̩nəs
publish,pʌblɪʃ
lagrange,læɡɹejnd͡ʒ
indy,ɪndi
homeland,howmlænd
camera,kæmɹ̩ə
hester,hɛstɹ̩
countenance,kawntənəns
shaky,ʃejki
unpopular,ʌnpɑpjəlɹ̩
ideals,ajdilz
genies,d͡ʒiniz
explosives,ɪksplowsɪvz
courtship,kɔɹt͡ʃɪp
reprisals,ɹɪpɹajzəlz
compost,kɑmpowst
pussy,pʊsi
edmond,ɛdmənd
abbasid,ɑbæsɪd
kitchens,kɪt͡ʃənz
unsigned,ənsajnd
insistence,ɪnsɪstəns
forgets,fɹ̩ɡɛts
intriguing,ɪntɹiɡɪŋ
cotton,kɑtən
shovels,ʃʌvəlz
subregion,sʊbɹid͡ʒən
khan,kɑn
breastplate,bɹɛstplejt
recovery,ɹəkʌvɹ̩i
hardtop,hɑɹtɑp
loose,lus
walcott,wɔlkɑt
ovate,owvejt
marinated,mɛɹənejtɪd
waveforms,wejvfɔɹmz
avignon,ævajnən
fidelity,fədɛləti
royale,ɹojæl
gough,ɡɔf
fiction,fɪkʃən
sea,si
perm,pɹ̩m
testa,tɛstə
puna,punə
tut,tʌt
aloysius,ælowɪʃɪs
soy,soj
labor,lejbɹ̩
hilda,hɪldə
mathematician,mæθəmətɪʃən
granted,ɡɹæntəd
genomics,d͡ʒɛnɑmɪks
straining,stɹejnɪŋ
contributors,kəntɹɪbjətɹ̩z
potent,powtənt
lech,lɛk
doppler,dɑplɹ̩
crumpets,kɹʌmpəts
orbits,ɔɹbəts
sectors,sɛktɹ̩z
rockwood,ɹɑkwʊd
stream,stɹim
polarization,powlɹ̩əzejʃən
sphere,sfɪɹ
sink,sɪŋk
charting,t͡ʃɑɹtɪŋ
what,wʌt
nostalgic,nɔstæld͡ʒɪk
retrieval,ɹɪtɹivəl
detention,dɪtɛnʃən
wolfram,wʊlfɹæm
balm,bɑm
kennington,kɛnɪŋtən
puppy,pʌpi
llama,lɑmə
uncompromising,ənkɑmpɹəmajzɪŋ
bevel,bɛvəl
shoreline,ʃɔɹlajn
earns,ɹ̩nz
eating,itɪŋ
buckeye,bʌkaj
crowned,kɹawnd
puente,punt
operationally,ɑpɹ̩ejʃənəli
copper,kɑpɹ̩
relaxing,ɹɪlæksɪŋ
bonn,bɑn
parkhurst,pɑɹkhɹ̩st
workhouse,wɹ̩khaws
kensington,kɛnzɪŋtən
lago,lɑɡow
song,sɔŋ
baptismal,bæptɪzməl
iterative,ɪtɹ̩ejtɪv
ransomware,ɹænsəmwɛɹ
county,kawnti
hissing,hɪsɪŋ
arouse,ɹ̩awz
immortal,ɪmɔɹtəl
adores,ədɔɹz
foreman,fɔɹmən
jiu,d͡ʒiu
hydrolysis,hajdɹɑləsəs
honors,ɑnɹ̩z
sender,sɛndɹ̩
pennant,pɛnənt
looted,lutəd
bengali,bɛŋɡɑli
guatemala,ɡwɑtəmɑlə
parallel,pɛɹəlɛl
said,sɛd
realignment,ɹiəlajnmənt
reseller,ɹisɛlɹ̩
cicero,sɪsɹ̩ow
impounds,ɪmpawndz
suicides,suəsajdz
inflorescence,ɪnflɔɹɛsəns
thug,θʌɡ
weight,wejt
incidentally,ɪnsɪdɛntəli
maple,mejpəl
probably,pɹɑbəbli
thickness,θɪknəs
allen,ælən
dispensed,dɪspɛnst
chrysler,kɹajslɹ̩
reserve,ɹɪzɹ̩v
proves,pɹuvz
frauds,fɹɔdz
arable,ɛɹəbəl
tufted,tʌftəd
rangoon,ɹæŋɡun
lettering,lɛtɹ̩ɪŋ
commute,kəmjut
pyramids,pɪɹəmɪdz
juilliard,d͡ʒuliɑɹd
catalyst,kætələst
sinner,sɪnɹ̩
vivekananda,vajvɪkənændə
dangers,dejnd͡ʒɹ̩z
absolutism,æbsəlutɪzəm
she’s,ʃɛz
impose,ɪmpowz
presides,pɹɪzajdz
permissions,pɹ̩mɪʃənz
reissued,ɹiɪʃud
brabant,bɹɑbənt
porsche,pɔɹʃə
affine,əfajn
quarks,kwɑɹks
kennard,kɛnɹ̩d
cracker,kɹækɹ̩
blockades,blɑkejdz
advice,ædvajs
salad,sæləd
brandenburg,bɹændənbɹ̩ɡ
toddler,tɑdlɹ̩
school,skul
overhauled,owvɹ̩hɔld
wednesdays,wɛnzdejz
correlations,kɔɹəlejʃənz
dodgeball,dɑd͡ʒbɔl
vowed,vawd
terse,tɹ̩s
wittgenstein,wɪtd͡ʒənstajn
confusing,kənfjuzɪŋ
dumped,dʌmpt
screenwriter,skɹinɹajtɹ̩
pretext,pɹitɛkst
listings,lɪstɪŋz
counterparts,kawntɹ̩pɑɹts
rape,ɹejp
encompassed,ɛnkʌmpəst
thousand,θawzənd
monarchs,mɑnɑɹks
fakhar,fækɑɹ
oscillator,ɑsəlejtɹ̩
bewilderment,bɪwɪldɹ̩mənt
dung,dʌŋ
ignacio,ɪɡnɑsiow
sukkot,sukɑt
mica,majkə
naxos,nejksows
comprising,kəmpɹajzɪŋ
basses,bæsɪz
suicidal,suəsajdəl
fancier,fænsiɹ̩
demeanour,dɪminɹ
imgination,ɪmd͡ʒənejʃən
reversed,ɹɪvɹ̩st
cuomo,kwowmow
sewers,suɹ̩z
ensconce,ɛnskɑns
that,ðæt
liquid,lɪkwəd
touring,tʊɹɪŋ
propellants,pɹowpɛlənts
envelopes,ɛnvəlowps
walk,wɔk
biological,bajəlɑd͡ʒɪkəl
isolate,ajsəlejt
flavoring,flejvɹ̩ɪŋ
exotic,ɪɡzɑtɪk
crowe,kɹow
journeys,d͡ʒɹ̩niz
completed,kəmplitəd
eigenvalue,ajd͡ʒənvælju
rewards,ɹɪwɔɹdz
monitor,mɑnətɹ̩
morecambe,mɔɹkæmb
headmistress,hɛdmɪstɹəs
postal,powstəl
brinker,bɹɪŋkɹ̩
disbanding,dɪsbændɪŋ
grenada,ɡɹɪnejdə
birkenhead,bɹ̩kənhɛd
representative,ɹɛpɹəzɛntətɪv
anthropologist,ænθɹəpɑləd͡ʒəst
settlers,sɛtlɹ̩z
lim,lɪm
shining,ʃajnɪŋ
pregnancy,pɹɛɡnənsi
good,ɡʊd
null,nʌl
throat,θɹowt
phenylalanine,fɪnɪlələnin
florentine,flɔɹəntin
terrorism,tɛɹɹ̩ɪzəm
cleared,klɪɹd
cromwell,kɹɑmwəl
dressings,dɹɛsɪŋz
disordered,dɪsɔɹdɹ̩d
mignon,mɪɡnən
bottle,bɑtəl
crew,kɹu
sorting,sɔɹtɪŋ
rites,ɹajts
mathematics,mæθəmætɪks
nonsensical,nɑnsɛnsɪkəl
oder,owdɹ̩
georgi,d͡ʒiɑɹd͡ʒi
sleigh,slej
dee,di
codebase,kowdbejs
parliaments,pɑɹləmənts
gowers,ɡawɹ̩z
ranger,ɹejnd͡ʒɹ̩
tricky,tɹɪki
rude,ɹud
mumbled,mʌmbəld
site,sajt
extremely,ɪkstɹimli
groundhog,ɡɹawndhɑɡ
doughnuts,downʌts
zion,zajən
excluded,ɪkskludəd
dominicans,dowmɪnɪkənz
ric,ɹɪk
petrified,pɛtɹəfajd
bartow,bɑɹtow
rejoined,ɹid͡ʒojnd
files,fajlz
suitcases,sutkejsɪz
toxins,tɑksənz
tack,tæk
sportswriter,spɔɹtsɹajtɹ̩
reclamation,ɹɛkləmejʃən
dominant,dɑmənənt
decryption,dɪkɹɪpʃən
substrates,sʌbstɹejts
westbound,wɛstbawnd
shandy,ʃændi
unbeknownst,ənbinownst
vowels,vawəlz
hoses,howzɪz
ranching,ɹænt͡ʃɪŋ
spectra,spɛktɹə
grinstead,ɡɹɪnstɛd
heartily,hɑɹtəli
majoring,mejd͡ʒɹ̩ɪŋ
dented,dɛntɪd
haitian,hejʃən
willamette,wəlæmət
electron,ɪlɛktɹɑn
besieging,bɪsid͡ʒɪŋ
hannity,hænɪti
confirmed,kənfɹ̩md
cattleman,kætəlmən
reissue,ɹiɪʃu
marten,mɑɹtən
campaigners,kæmpejnɹ̩z
fused,fjuzd
petition,pətɪʃən
while,wajl
pimped,pɪmpt
alumna,əlʌmnə
martinez,mɑɹtinɛz
allegheny,æləɡejni
lingers,lɪŋɡɹ̩z
tenors,tɛnɹ̩z
invoke,ɪnvowk
funerals,fjunɹ̩əlz
instrumentals,ɪnstɹəmɛntəlz
competitive,kəmpɛtətɪv
potato,pətejtow
ishmael,ɪʃmil
backwards,bækwɹ̩dz
faster,fæstɹ̩
mentioned,mɛnʃənd
belgian,bɛld͡ʒən
movable,muvəbəl
nebuchadnezzar,nɛbəʃædntsɹ̩
symbolic,sɪmbɑlɪk
heroically,hɪɹowɪkli
taoist,tawəst
recital,ɹəsajtəl
violin,vajəlɪn
sloan,slown
grease,ɡɹis
statements,stejtmənts
polarizing,powlɹ̩ajzɪŋ
johnston,d͡ʒɑnstən
surround,sɹ̩awnd
wiesbaden,wisbɑdən
bets,bɛts
holland,hɑlənd
turquoise,tɹ̩kwojz
daly,dejli
reprise,ɹɪpɹajz
fiestas,fajɪstəz
eazy,izi
served,sɹ̩vd
twofold,tufowld
introductory,ɪntɹədʌktɹ̩i
lumps,lʌmps
galicia,ɡəlɪʃiə
flamboyant,flæmbojənt
giacomo,d͡ʒɑkəmow
vane,vejn
tonya,tɑnjə
ecstatically,ɛkstætɪkli
quarries,kwɔɹiz
swami,swɑmi
broccoli,bɹɑkəli
racing,ɹejsɪŋ
connellsville,kənɛlzvɪl
naples,nejpəlz
sentimental,sɛntəmɛntəl
schooltool,ʃkultul
approachable,əpɹowt͡ʃəbəl
iheart,ajɑɹt
decried,dɪkɹajd
compressive,kɑmpɹɛsɪv
microclimates,majkɹowklajməts
armory,ɑɹmɹ̩i
stripper,stɹɪpɹ̩
leaned,lind
pitfall,pɪtfɔl
cutaneous,kutejniəs
fixtures,fɪkst͡ʃɹ̩z
protective,pɹətɛktɪv
olivia,owlɪviə
integral,ɪntəɡɹəl
redrawn,ɹidɹɔn
blackbird,blækbɹ̩d
vendor,vɛndɹ̩
strangest,stɹejnd͡ʒɪst
paganism,pejɡənɪzəm
nineties,najntiz
forecast,fɔɹkæst
crustaceans,kɹəstejʃənz
horseshoe,hɔɹsʃu
anymore,ɛnimɔɹ
all,ɔl
excretion,ɪkskɹiʃən
mavericks,mævɹ̩ɪks
desertion,dɪzɹ̩ʃən
riviera,ɹɪviɛɹə
robust,ɹowbʌst
silhouette,sɪləwɛt
unplanned,ənplænd
vietnamese,viɛtnɑmis
adjusted,əd͡ʒʌstəd
kiddies,kɪdiz
seedlings,sidlɪŋz
pardon,pɑɹdən
gauge,ɡejd͡ʒ
monophyletic,mənəfajlɛtɪk
hours,awɹ̩z
consults,kənsʌlts
chisel,t͡ʃɪzəl
terrestrial,tɹ̩ɛstɹiəl
arrests,ɹ̩ɛsts
phillies,fɪliz
malkovich,mɔlkəvɪt͡ʃ
gravely,ɡɹejvli
interest,ɪntɹəst
cartman,kɑɹtmən
absorbs,əbzɔɹbz
typeset,tajpsɛt
mccarty,məkɑɹti
lioness,lajownəs
mickle,mɪkəl
context,kɑntɛkst
husky,hʌski
attainable,ətejnəbəl
hitch,hɪt͡ʃ
mutes,mjuts
funerary,fjunɹ̩ɛɹi
angst,ɑŋkst
feline,filajn
gorges,ɡɔɹd͡ʒəz
floppy,flɑpi
focus,fowkəs
wang,wæŋ
buddy,bʌdi
macedonia,mæsədowniə
lunacy,lunəsi
portico,pɔɹtəkow
learns,lɹ̩nz
siren,sajɹən
classes,klæsəz
centerpiece,sɛntɹ̩pis
attempted,ətɛmptəd
thermoelectric,θɹ̩mowɪlɛktɹɪk
doctoral,dɑktɹ̩əl
newell,nuəl
peering,piɹɪŋ
wizard,wɪzɹ̩d
narrows,nɛɹowz
grew,ɡɹu
gottlieb,ɡɑtlib
stimuli,stɪmjəlaj
osteria,ɑstɛɹiə
redeveloped,ɹɛdɪvɛləpt
elements,ɛləmənts
longitude,lɑnd͡ʒətud
sikhs,siks
sheaths,ʃiθs
sidling,sɪdəlɪŋ
paramedics,pɛɹəmɛdɪks
cognition,kɑɡnɪʃən
babbling,bæbəlɪŋ
baker,bejkɹ̩
forbidding,fɹ̩bɪdɪŋ
veterinarians,vɛtɹənɛɹiənz
location,lowkejʃən
conjectured,kɑnd͡ʒɛkt͡ʃɹ̩d
druid,dɹuɪd
proposing,pɹəpowzɪŋ
monterrey,mɑntɹ̩ej
workplace,wɹ̩kplejs
fairmont,fɛɹmɑnt
arroyo,ɹ̩ojow
benchmark,bɛnt͡ʃmɑɹk
molina,məlinə
handbrake,hændbɹejk
significantly,sɪɡnɪfɪkəntli
reidsville,ɹajdzvɪl
gretzky,ɡɹɛtski
analyzed,ænəlajzd
shotgun,ʃɑtɡʌn
recycle,ɹisajkəl
exceeds,ɪksidz
adolescent,ædəlɛsənt
bald,bɔld
sitter,sɪtɹ̩
maximum,mæksəməm
ostensibly,ɑstɛnsəbli
influences,ɪnfluənsɪz
recalling,ɹɪkɔlɪŋ
regiments,ɹɛd͡ʒəmənts
firewalls,fajɹ̩wɔlz
nonfiction,nɑnfɪkʃən
retreats,ɹitɹits
darlington,dɑɹlɪŋtən
folder,fowldɹ̩
infrastructure,ɪnfɹəstɹʌkt͡ʃɹ̩
erroneously,ɛɹowniəsli
slackened,slækənd
tort,tɔɹt
vulcan,vʌlkən
laurent,lɔɹənt
involving,ɪnvɑlvɪŋ
births,bɹ̩θs
regiment,ɹɛd͡ʒəmənt
thee,ði
atwater,ætwɔtɹ̩
intravenous,ɪntɹəvinəs
methanol,mɛθənɑl
workmen,wɹ̩kmɪn
marriage,mɛɹɪd͡ʒ
echos,ɛkowz
satellites,sætəlajts
herbert,hɹ̩bɹ̩t
resist,ɹɪzɪst
shildon,ʃɪldən
trinkets,tɹɪŋkəts
existent,ɛɡzɪstənt
truancy,tɹuənsi
isabelle,ɪzəbɛl
capella,kəpɛlə
arguably,ɑɹɡjuəbli
dubbing,dʌbɪŋ
atm,ætm
nappy,næpi
allegory,æləɡɔɹi
millers,mɪlɹ̩z
flemington,flɛmɪŋtən
revelstoke,ɹɛvəlstowk
steinbeck,stajnbɛk
shaker,ʃejkɹ̩
emery,ɛmɹ̩i
involuntary,ɪnvɑləntɛɹi
associates,əsowsiɪts
hungary,hʌŋɡɹ̩i
standstill,stændstɪl
pyne,pajn
roused,ɹawzd
convinces,kənvɪnsɪz
stead,stɛd
corpse,kɔɹps
jokes,d͡ʒowks
colds,kowldz
nude,nud
eyedrops,ajdɹɑps
rosenthal,ɹowzənθɔl
advantage,ædvæntɪd͡ʒ
tunis,tunɪs
modernisation,mɑdɹ̩nɪzejʃən
thereupon,ðɛɹəpɑn
golfers,ɡɑlfɹ̩z
lately,lejtli
nip,nɪp
porcupines,pɔɹkjəpajnz
northwesterly,nɔɹθwɛstɹ̩li
internship,ɪntɹ̩nʃɪp
littleton,lɪtəltən
attainments,ətejnmənts
folded,fowldəd
reuse,ɹijus
calm,kɑm
biscuits,bɪskəts
webpages,wɛbpɪd͡ʒɪz
shing,ʃɪŋ
carolinas,kɛɹəlajnəz
speedway,spidwej
zircon,zɹ̩kən
dough,dow
expo,ɛkspow
nowadays,nawədejz
arc,ɑɹk
globalisation,ɡlowbələsejʃən
benny,bɛni
abused,əbjuzd
slippery,slɪpɹ̩i
steadily,stɛdəli
strawberry,stɹɔbɛɹi
missed,mɪst
crosswalk,kɹɔswɔk
bristow,bɹɪstow
favorites,fejvɹ̩ɪts
delaying,dɪlejɪŋ
shorts,ʃɔɹts
orbiting,ɔɹbətɪŋ
spreadsheet,spɹɛdʃit
hounslow,hawnslow
guard’s,ɡɑɹdz
nona,nɑnə
prim,pɹɪm
haze,hejz
summits,sʌmɪts
yue,ju
lime,lajm
deliberate,dɪlɪbɹ̩ɪt
formative,fɔɹmətɪv
reconcile,ɹɛkənsajl
horsham,hɔɹʃəm
pavel,pævəl
ferry,fɛɹi
discard,dɪskɑɹd
missionary,mɪʃənɛɹi
rendezvous,ɹɑndɪvu
outset,awtsɛt
dewa,duə
turkmen,tɹ̩kmən
cavalry,kævəlɹi
cullman,kʌlmən
disappoint,dɪsəpojnt
creed,kɹid
ilona,ɪlownə
florence,flɔɹəns
suncream,sʌnkɹim
relates,ɹɪlejts
analytically,ænəlɪtɪkli
galilee,ɡæləli
haddock,hædək
mouthpiece,mawθpis
soils,sojlz
grander,ɡɹændɹ̩
tilghman,tɪlmən
bamberg,bæmbɹ̩ɡ
acre,ejkɹ̩
indira,ɪndɪɹə
prints,pɹɪnts
barks,bɑɹks
touchscreen,tʌt͡ʃskɹin
crushed,kɹʌʃt
moth,mɔθ
frontier,fɹəntɪɹ
publisher,pʌblɪʃɹ̩
motorcyclist,mowtɹ̩sajkəlɪst
palaces,pæləsəz
inter,ɪntɹ̩
sank,sæŋk
muscles,mʌsəlz
predecessors,pɹɛdəsɛsɹ̩z
cosmic,kɑzmɪk
error,ɛɹɹ̩
mordecai,mɔɹdəkaj
cummins,kʌmɪnz
saanich,sænɪt͡ʃ
severance,sɛvɹ̩əns
bannerman,bænɹ̩mən
overhauls,owvɹ̩hɔlz
speeches,spit͡ʃəz
parody,pɛɹədi
intercollegiate,ɪntɹ̩kəlid͡ʒət
julien,d͡ʒuliən
capitalized,kæpɪtəlajzd
hate,hejt
volt,vowlt
invented,ɪnvɛntəd
central,sɛntɹəl
salt,sɔlt
conurbation,kɑnɹ̩bejʃən
app,æp
wimbledon,wɪmbəldən
points,pojnts
gules,ɡulz
schaumburg,ʃawmbɹ̩ɡ
coining,kojnɪŋ
slocum,slowkəm
hosts,howsts
theft,θɛft
pageant,pæd͡ʒənt
assertion,əsɹ̩ʃən
interstate,ɪntɹ̩stejt
beverages,bɛvɹɪd͡ʒɪz
guyed,ɡajd
roller,ɹowlɹ̩
carnation,kɑɹnejʃən
paperback,pejpɹ̩bæk
redesign,ɹidɪzajn
ilse,ɪls
fable,fejbəl
aycliffe,ejklɪf
chai,t͡ʃaj
crawl,kɹɔl
assortment,əsɔɹtmənt
bayonet,bejənət
adulthood,ədʌlthʊd
discreet,dɪskɹit
oates,owts
galactic,ɡəlæktɪk
experienced,ɪkspɪɹiənst
springs,spɹɪŋz
junction,d͡ʒʌŋkʃən
considerable,kənsɪdɹ̩əbəl
mordechai,mɔɹdəkaj
manually,mænjuəli
nitrite,najtɹajt
savings,sejvɪŋz
backseat,bæksit
prognosis,pɹɑɡnowsəs
excess,ɛksɛs
ladd,læd
gymnastics,d͡ʒɪmnæstɪks
delivered,dɪlɪvɹ̩d
unchanged,ənt͡ʃejnd͡ʒd
crime,kɹajm
hanford,hænfɹ̩d
cabling,kæbəlɪŋ
possible,pɑsəbəl
behaviors,bɪhejvjɹ̩z
sinuses,sajnəsəz
leading,lidɪŋ
prioritize,pɹajɔɹətajz
nutmeg,nʌtmɛɡ
russian,ɹʌʃən
blazed,blejzd
world,wɹ̩ld
slower,slowɹ̩
petroleum,pətɹowliəm
suffix,sʌfɪks
destroyed,dɪstɹojd
larue,lɹ̩u
distillers,dɪstɪlɹ̩z
voicesand,vojəsənd
cowboys,kawbojz
month,mʌnθ
spielberg,spilbɹ̩ɡ
miki,miki
sire,sajɹ̩
treasurer,tɹɛʒɹ̩ɹ̩
slapping,slæpɪŋ
vanishing,vænɪʃɪŋ
unmarked,ənmɑɹkt
manger,mejnd͡ʒɹ̩
practise,pɹæktajs
partners,pɑɹtnɹ̩z
comprehension,kɑmpɹihɛnʃən
amenities,əmɛnətiz
maranao,mɹənɑow
sentosa,sɛntowsə
partner,pɑɹtnɹ̩
ecumenical,ɛkjumɛnɪkəl
quadrupling,kwɑdɹupəlɪŋ
visitor,vɪzətɹ̩
spank,spæŋk
alkali,ælkəlaj
moultrie,mowltɹi
hike,hajk
intimacy,ɪntəməsi
accountants,əkawntənts
inexpensive,ɪnɪkspɛnsɪv
african,æfɹəkən
crook,kɹʊk
assisting,əsɪstɪŋ
sligo,sliɡow
weapons,wɛpənz
electrified,ɪlɛktɹəfajd
hoyle,hojl
empiricism,ɛmpɪɹəsɪzəm
croft,kɹɔft
resubmission,ɹisəbmɪʃən
storyteller,stɔɹitɛlɹ̩
throne,θɹown
contender,kəntɛndɹ̩
confounded,kənfawndɪd
wikimedia,wɪkajmidiə
tabasco,təbæskow
pooh,pu
mooney,muni
abandonment,əbændənmənt
bravo,bɹɑvow
quartzite,kwɔɹ̩tsajt
escapade,ɛskəpejd
conductivity,kɑndʌktɪvəti
immobile,ɪmowbəl
bridgeport,bɹɪd͡ʒpɔɹt
class,klæs
indices,ɪndɪsiz
clara,klæɹə
shelley,ʃɛli
check,t͡ʃɛk
tractors,tɹæktɹ̩z
edna,ɛdnə
treatment,tɹitmənt
dubuque,dəbjuk
primate,pɹajmejt
auberon,ɔbɹɑn
prevalence,pɹɛvələns
roasting,ɹowstɪŋ
jack,d͡ʒæk
willys,wɪlɪz
yogurt,jowɡɹ̩t
hallway,hɔlwej
part,pɑɹt
hippies,hɪpiz
zestful,zɛstfəl
marino,mɹ̩inow
arises,ɹ̩ajzəz
clemente,kləmɛntej
bellied,bɛlid
cloths,klɔθs
organisms,ɔɹɡənɪzəmz
pears,pɛɹz
cleft,klft
sucking,sʌkɪŋ
baloney,bəlowni
whitish,wajtɪʃ
repaid,ɹipejd
thrace,θɹɑs
lawsuits,lɔsuts
jerry,d͡ʒɛɹi
firefox,fajɹ̩fɑks
navigable,nævəɡəbəl
garnered,ɡɑɹnɹ̩d
fit,fɪt
league,liɡ
utterances,ʌtɹ̩ənsɪz
shaking,ʃejkɪŋ
degenerate,dɪd͡ʒɛnɹ̩ət
hopping,hɑpɪŋ
amanda,əmændə
puritan,pjʊɹətən
hip,hɪp
linn,lɪn
displeasure,dɪsplɛʒɹ̩
propellers,pɹəpɛlɹ̩z
sikkim,sɪkɪm
zach,zæk
livery,lɪvɹ̩i
caleb,kejləb
bribed,bɹajbd
reviewed,ɹivjud
patty,pæti
wight,wajt
transformers,tɹænsfɔɹmɹ̩z
hydrolyzed,hajdɹəlajzd
rarest,ɹɛɹəst
bernadette,bɹ̩nədɛt
emptied,ɛmptid
abdomen,æbdowmən
theorems,θiɔɹ̩əmz
obsessive,əbsɛsɪv
honoring,ɑnɹ̩ɪŋ
aversion,əvɹ̩ʒən
real,ɹil
denser,dɛnsɹ̩
pterodactyl,tɹowdæktəl
clamored,klæmɹ̩d
reservations,ɹɛzɹ̩vejʃənz
necessities,nəsɛsɪtiz
harriman,hɛɹɪmən
brews,bɹuz
lieberman,libɹ̩mən
nazir,nətsɹ
rita,ɹitə
reasoning,ɹizənɪŋ
pickerel,pɪkɹ̩əl
convention,kənvɛnʃən
subic,subɪk
prams,pɹæmz
battleground,bætəlɡɹawnd
inhabits,ɪnhæbəts
money,mʌni
rebound,ɹibawnd
gmbh,ɡəm
identifier,ajdɛntəfajɹ̩
fragile,fɹæd͡ʒəl
anakin,ɑnejkɪn
cornwallis,kɔɹnwɔləs
hutton,hʌtən
sunspot,sʌnspɑt
sad,sæd
scheduling,skɛd͡ʒʊlɪŋ
bolsters,bowlstɹ̩z
pdf,pdf
morris,mɔɹəs
barham,bɑɹhəm
constraint,kənstɹejnt
fetch,fɛt͡ʃ
willem,wɪləm
brest,bɹɛst
amended,əmɛndəd
liechtenstein,lɪktənstajn
astronaut,æstɹənɑt
throughput,θɹupʊt
bibliography,bɪbliɑɡɹəfi
harem,hɛɹəm
yarmouth,jɑɹməθ
exempt,ɪɡzɛmpt
mint,mɪnt
rey,ɹej
einen,ajnən
sever,sɛvɹ̩
ecstasy,ɛkstəsi
keeping,kipɪŋ
parallax,pɛɹəlæks
verandah,vɹ̩ændə
amish,ɑmɪʃ
bleached,blit͡ʃt
farmed,fɑɹmd
digitized,dɪd͡ʒətajzd
detrimental,dɛtɹəmɛntəl
fad,fæd
bookseller,bʊksɛlɹ̩
microwave,majkɹəwejv
appointment,əpojntmənt
freetown,fɹitawn
ute,jut
stations,stejʃənz
fecal,fikəl
nylon,najlɑn
correctly,kɹ̩ɛktli
sapphire,sæfajɹ̩
had,hæd
dressing,dɹɛsɪŋ
biddeford,bɪdɪfɔɹ̩d
eldest,ɛldəst
bernal,bɹ̩nəl
pacific,pəsɪfɪk
resorts,ɹɪzɔɹts
tenderly,tɛndɹ̩li
nah,nɑ
warsaw,wɔɹsɔ
berea,bɹ̩iə
engraver,ɪnɡɹejvɹ̩
pigeons,pɪd͡ʒənz
tong,tɔŋ
demanded,dɪmændəd
solitude,sɑlətud
subcommittee,sʌbkəmɪti
allude,əlud
beard,bɪɹd
generally,d͡ʒɛnɹ̩əli
per,pɹ̩
suffolk,sʌfək
nesbit,nɛsbɪt
wires,wajɹ̩z
mob,mɑb
inseparable,ɪnsɛpɹ̩əbəl
pointers,pojntɹ̩z
umpires,ʌmpajɹ̩z
chris,kɹɪs
ure,juɹ
purposeful,pɹ̩pəsfəl
knickers,nɪkɹ̩z
migrate,majɡɹejt
mercedes,mɹ̩sejdiz
observational,əbzɹ̩vejʃənəl
hint,hɪnt
moines,mojnz
districts,dɪstɹɪkts
signings,sajnɪŋz
opaque,owpejk
bellamy,bɛləmi
elk,ɛlk
guppy,ɡʌpi
hops,hɑps
plodding,plɑdɪŋ
flyers,flajɹ̩z
accordion,əkɔɹdiən
mightier,majtajɹ̩
tradeoff,tɹejdɔf
redevelopment,ɹidɪvɛləpmənt
communicated,kəmjunəkejtɪd
touchdown,tʌt͡ʃdawn
mayonnaise,mejənejz
twice,twajs
clicks,klɪks
ines,ɪnɪs
deformation,difɔɹmejʃən
dominica,dəmɪnɪkə
wanderers,wɑndɹ̩ɹ̩z
monasteries,mɑnəstɛɹiz
mccandless,məkændləs
nido,nidow
genesee,d͡ʒɛnəsi
madeira,mədɪɹə
viral,vajɹəl
motocross,mowtəkɹɔs
made,mejd
improvised,ɪmpɹəvajzd
speculate,spɛkjəlejt
vanish,vænɪʃ
tradesmen,tɹejdzmən
lalonde,lɑlowndi
kung,kʌŋ
councillors,kawnsɪlɹ̩z
families,fæməliz
renault,ɹənow
townshend,tawnʃhɛnd
relations,ɹilejʃənz
pewter,pjutɹ̩
clerics,klɛɹɪks
pinch,pɪnt͡ʃ
fury,fjʊɹi
through,θɹu
kos,kɑs
zydeco,zajdɛkow
justices,d͡ʒʌstəsəz
goryeo,ɡɔɹjiow
dion,dajən
chimney,t͡ʃɪmni
vinton,vɪntən
permafrost,pɹ̩mæfɹɔst
pepin,pɛpɪn
institution,ɪnstɪtuʃən
dog,dɔɡ
party,pɑɹti
scorer,skɔɹɹ̩
endowment,ɛndawmənt
imperfect,ɪmpɹ̩fɪkt
highchair,hajt͡ʃɛɹ
teenage,tinejd͡ʒ
photographer,fətɑɡɹəfɹ̩
bayside,bejsajd
academically,ækədɛmɪkli
sycamore,sɪkəmɔɹ
relinquished,ɹɪlɪŋkwɪʃt
reunification,ɹiunəfəkejʃən
mazda,mɑzdə
chehalis,t͡ʃɛhəlis
equine,ikwajn
straddles,stɹædəlz
metalworkers,mɛtəlwɹ̩kɹ̩z
alston,ɔlstən
bev,bɛv
musket,mʌskət
imparts,ɪmpɑɹts
dues,duz
calmly,kɑmli
